station_unlock,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,26,27,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,65,67,69,71,72,73,74,75,76,77,78,79,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,107,108,109,110,112,113,114,115,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,246,247,248,249,250,251,252,253,254,256,257,258,259,260,261,262,263,265,267,268,269,270
205,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,8.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,11.0,1.0,1.0,0.0,3.0,1.0,3.0,0.0,5.0,3.0,4.0,0.0,0.0,3.0,10.0,0.0,1.0,0.0,1.0,0.0,1.0,12.0,0.0,6.0,2.0,5.0,3.0,12.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,1.0,8.0,0.0,10.0,9.0,5.0,0.0,2.0,1.0,3.0,8.0,6.0,19.0,8.0,0.0,2.0,4.0,5.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0,0.0,4.0,3.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,0.0,5.0,2.0,4.0,1.0,2.0,7.0,5.0,3.0,7.0,4.0,1.0,265.0,3.0,0.0,2.0,0.0,9.0,0.0,1.0,7.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,1.0,2.0,9.0,6.0,6.0,13.0,0.0,0.0,1.0,0.0,2.0
206,0.0,2.0,20.0,6.0,11.0,4.0,4.0,2.0,3.0,5.0,2.0,16.0,4.0,7.0,3.0,0.0,1.0,6.0,18.0,3.0,1.0,0.0,6.0,2.0,1.0,4.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,3.0,1.0,8.0,1.0,10.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,16.0,13.0,20.0,0.0,0.0,3.0,1.0,4.0,3.0,3.0,2.0,1.0,0.0,2.0,7.0,2.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,10.0,2.0,22.0,4.0,6.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,15.0,5.0,0.0,4.0,0.0,11.0,3.0,5.0,1.0,6.0,0.0,1.0,0.0,1.0,4.0,3.0,3.0,4.0,2.0,0.0,0.0,1.0,2.0,1.0,27.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,4.0,1.0,1.0,2.0,4.0,2.0,4.0,18.0,7.0,1.0,3.0,3.0,4.0,13.0,5.0,9.0,3.0,3.0,0.0,3.0,7.0,4.0,3.0,5.0,0.0,7.0,1.0,3.0,11.0,29.0,4.0,4.0,0.0,1.0,18.0,0.0,2.0,1.0,4.0,6.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,11.0,0.0,0.0,13.0,0.0,1.0,4.0,0.0,13.0,11.0,6.0,3.0,2.0,25.0,9.0,15.0,1.0,415.0,8.0,8.0,1.0,10.0,2.0,5.0,16.0,21.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,0.0,4.0,9.0,5.0,5.0,5.0,8.0,18.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,2.0
207,0.0,0.0,8.0,9.0,10.0,16.0,6.0,18.0,12.0,3.0,5.0,6.0,9.0,4.0,1.0,4.0,12.0,35.0,6.0,5.0,5.0,1.0,5.0,4.0,5.0,0.0,6.0,3.0,0.0,1.0,1.0,4.0,6.0,1.0,7.0,2.0,1.0,4.0,7.0,2.0,2.0,7.0,4.0,3.0,1.0,4.0,2.0,1.0,2.0,5.0,19.0,19.0,19.0,1.0,13.0,7.0,6.0,3.0,37.0,0.0,0.0,0.0,9.0,1.0,1.0,1.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,14.0,1.0,0.0,0.0,2.0,1.0,3.0,1.0,3.0,0.0,1.0,0.0,3.0,2.0,3.0,4.0,11.0,1.0,3.0,0.0,1.0,3.0,10.0,7.0,1.0,11.0,4.0,1.0,1.0,0.0,0.0,5.0,27.0,10.0,5.0,2.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0,4.0,0.0,13.0,3.0,2.0,0.0,13.0,10.0,6.0,0.0,6.0,5.0,2.0,1.0,12.0,0.0,4.0,5.0,13.0,0.0,18.0,11.0,3.0,5.0,7.0,16.0,7.0,4.0,1.0,3.0,2.0,1.0,20.0,7.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,14.0,4.0,1.0,4.0,1.0,3.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,3.0,2.0,2.0,377.0,32.0,9.0,37.0,10.0,21.0,7.0,9.0,4.0,3.0,2.0,7.0,4.0,7.0,1.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,3.0,0.0,0.0,1.0,9.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,11.0,0.0,0.0,0.0,3.0,5.0,3.0,42.0,0.0,1.0,1.0,12.0,0.0,1.0,0.0,0.0,12.0,9.0,11.0,11.0,21.0
208,2.0,4.0,14.0,10.0,6.0,11.0,22.0,7.0,2.0,12.0,4.0,7.0,13.0,8.0,11.0,2.0,17.0,10.0,8.0,14.0,8.0,0.0,17.0,16.0,7.0,34.0,3.0,8.0,13.0,1.0,14.0,7.0,9.0,23.0,15.0,35.0,4.0,6.0,2.0,2.0,15.0,12.0,4.0,1.0,5.0,3.0,1.0,5.0,1.0,5.0,19.0,16.0,2.0,4.0,20.0,9.0,1.0,9.0,0.0,2.0,4.0,2.0,2.0,2.0,9.0,3.0,1.0,8.0,2.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,10.0,2.0,1.0,4.0,5.0,8.0,2.0,2.0,0.0,8.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,15.0,4.0,5.0,1.0,4.0,6.0,11.0,3.0,6.0,2.0,7.0,9.0,7.0,12.0,27.0,19.0,1.0,2.0,4.0,2.0,6.0,21.0,23.0,3.0,15.0,4.0,1.0,1.0,0.0,14.0,5.0,13.0,0.0,40.0,4.0,2.0,2.0,37.0,5.0,3.0,4.0,15.0,12.0,2.0,16.0,27.0,15.0,2.0,14.0,37.0,7.0,8.0,17.0,7.0,15.0,5.0,8.0,4.0,11.0,0.0,9.0,1.0,4.0,36.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,1.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,6.0,3.0,1.0,5.0,2.0,12.0,3.0,5.0,1.0,1.0,9.0,3.0,7.0,44.0,457.0,2.0,16.0,11.0,10.0,31.0,5.0,8.0,1.0,2.0,3.0,13.0,2.0,0.0,3.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,4.0,3.0,5.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,5.0,3.0,22.0,0.0,2.0,0.0,1.0,32.0,16.0,11.0,2.0,1.0,2.0,2.0,0.0,1.0,1.0,0.0,7.0,2.0,3.0,19.0,8.0
209,0.0,1.0,2.0,15.0,6.0,3.0,4.0,3.0,10.0,3.0,3.0,1.0,5.0,5.0,3.0,2.0,4.0,1.0,8.0,4.0,2.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,7.0,2.0,6.0,1.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,8.0,11.0,0.0,0.0,2.0,16.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,5.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,4.0,0.0,3.0,3.0,0.0,0.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,3.0,0.0,0.0,1.0,0.0,22.0,5.0,1.0,0.0,0.0,1.0,1.0,0.0,3.0,6.0,0.0,4.0,2.0,19.0,1.0,3.0,4.0,22.0,5.0,1.0,0.0,5.0,18.0,4.0,6.0,2.0,0.0,1.0,2.0,9.0,5.0,3.0,2.0,0.0,2.0,0.0,7.0,2.0,14.0,2.0,8.0,1.0,0.0,3.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,4.0,1.0,1.0,2.0,13.0,267.0,2.0,2.0,9.0,18.0,1.0,5.0,5.0,4.0,0.0,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,5.0,8.0,0.0,1.0,0.0,2.0,1.0,3.0,6.0,0.0,0.0,5.0,1.0,0.0,1.0,1.0,1.0,5.0,1.0,7.0,17.0,4.0
210,0.0,10.0,1.0,23.0,2.0,6.0,28.0,3.0,1.0,2.0,1.0,0.0,11.0,13.0,0.0,2.0,5.0,0.0,3.0,5.0,0.0,0.0,8.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,19.0,17.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,11.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,17.0,6.0,0.0,4.0,4.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,15.0,0.0,11.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,6.0,0.0,21.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,3.0,3.0,1.0,3.0,1.0,14.0,0.0,0.0,2.0,6.0,16.0,25.0,4.0,5.0,2.0,0.0,1.0,0.0,0.0,14.0,4.0,29.0,11.0,24.0,3.0,1.0,0.0,16.0,12.0,4.0,3.0,35.0,12.0,0.0,3.0,5.0,3.0,1.0,4.0,13.0,0.0,22.0,2.0,2.0,0.0,9.0,13.0,16.0,0.0,3.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,7.0,0.0,2.0,6.0,10.0,15.0,30.0,1.0,407.0,3.0,30.0,26.0,9.0,19.0,1.0,4.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,2.0,5.0,16.0,0.0,1.0,0.0,1.0,2.0,5.0,19.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,4.0,7.0,9.0,4.0,12.0
211,1.0,0.0,2.0,4.0,7.0,3.0,15.0,3.0,5.0,0.0,1.0,2.0,3.0,4.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,10.0,1.0,6.0,3.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,4.0,2.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,2.0,5.0,17.0,2.0,1.0,0.0,4.0,0.0,0.0,2.0,3.0,1.0,3.0,1.0,12.0,1.0,1.0,0.0,6.0,1.0,0.0,0.0,5.0,5.0,2.0,1.0,2.0,0.0,2.0,0.0,6.0,1.0,1.0,0.0,0.0,2.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,10.0,4.0,1.0,105.0,0.0,9.0,0.0,21.0,3.0,0.0,1.0,9.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,4.0,6.0,1.0,1.0
212,0.0,0.0,0.0,4.0,5.0,12.0,1.0,3.0,19.0,2.0,5.0,0.0,12.0,9.0,3.0,0.0,10.0,14.0,0.0,21.0,2.0,0.0,3.0,2.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,15.0,0.0,1.0,16.0,5.0,2.0,3.0,3.0,1.0,3.0,0.0,0.0,9.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,6.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,4.0,5.0,0.0,3.0,21.0,0.0,1.0,1.0,0.0,0.0,16.0,7.0,3.0,0.0,0.0,0.0,1.0,2.0,25.0,14.0,14.0,3.0,4.0,9.0,2.0,1.0,34.0,6.0,1.0,0.0,0.0,2.0,20.0,0.0,2.0,11.0,0.0,1.0,19.0,2.0,0.0,22.0,8.0,0.0,0.0,1.0,7.0,9.0,1.0,2.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,15.0,42.0,7.0,8.0,0.0,704.0,4.0,6.0,14.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,12.0,17.0,0.0,0.0,0.0,3.0,7.0,8.0,19.0,2.0,2.0,3.0,0.0,0.0,1.0,6.0,0.0,15.0,2.0,3.0,0.0,7.0
213,0.0,0.0,2.0,3.0,6.0,20.0,2.0,1.0,11.0,1.0,24.0,9.0,10.0,7.0,6.0,0.0,6.0,2.0,8.0,8.0,4.0,0.0,19.0,22.0,0.0,2.0,0.0,0.0,3.0,0.0,5.0,0.0,2.0,2.0,5.0,3.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,8.0,15.0,9.0,1.0,2.0,22.0,5.0,1.0,0.0,1.0,15.0,2.0,1.0,3.0,0.0,1.0,0.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,2.0,2.0,0.0,1.0,2.0,2.0,5.0,0.0,3.0,1.0,3.0,1.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,2.0,2.0,10.0,12.0,0.0,0.0,2.0,0.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,13.0,4.0,1.0,20.0,2.0,1.0,3.0,4.0,0.0,1.0,0.0,1.0,28.0,6.0,8.0,8.0,4.0,0.0,10.0,20.0,1.0,6.0,8.0,1.0,1.0,7.0,18.0,3.0,4.0,1.0,10.0,1.0,1.0,3.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,5.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,1.0,1.0,1.0,9.0,0.0,5.0,1.0,5.0,7.0,4.0,5.0,34.0,39.0,9.0,2.0,36.0,476.0,5.0,10.0,4.0,20.0,0.0,6.0,2.0,2.0,0.0,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,1.0,14.0,0.0,1.0,0.0,0.0,0.0,8.0,12.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.0,12.0,1.0,3.0,6.0,3.0
214,0.0,0.0,1.0,0.0,1.0,2.0,2.0,2.0,13.0,3.0,1.0,0.0,2.0,3.0,1.0,0.0,6.0,0.0,1.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,8.0,3.0,0.0,1.0,1.0,6.0,2.0,0.0,4.0,9.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,7.0,0.0,2.0,2.0,0.0,2.0,5.0,8.0,1.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,4.0,3.0,1.0,32.0,0.0,4.0,0.0,10.0,3.0,0.0,6.0,8.0,10.0,0.0,2.0,8.0,3.0,1.0,6.0,3.0,0.0,0.0,4.0,1.0,4.0,0.0,9.0,2.0,2.0,2.0,3.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,8.0,2.0,2.0,8.0,8.0,9.0,3.0,4.0,2.0,13.0,11.0,467.0,4.0,0.0,4.0,4.0,2.0,3.0,1.0,8.0,0.0,0.0,16.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,7.0,3.0,1.0,1.0,1.0,0.0,6.0,13.0,1.0,3.0,2.0,0.0,5.0,0.0,0.0
215,0.0,0.0,0.0,2.0,0.0,3.0,3.0,2.0,2.0,2.0,0.0,3.0,4.0,0.0,2.0,1.0,12.0,1.0,1.0,2.0,0.0,1.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,0.0,9.0,3.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,6.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,2.0,1.0,6.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,11.0,1.0,0.0,8.0,2.0,0.0,0.0,8.0,0.0,4.0,3.0,5.0,5.0,5.0,2.0,11.0,0.0,0.0,8.0,10.0,1.0,7.0,3.0,1.0,1.0,1.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,4.0,0.0,2.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,12.0,1.0,0.0,5.0,15.0,6.0,4.0,25.0,28.0,17.0,1.0,260.0,4.0,1.0,0.0,2.0,15.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,10.0,1.0,0.0,0.0,0.0,15.0,11.0,7.0,3.0,16.0,1.0,1.0,12.0,1.0,3.0,0.0,1.0,0.0,2.0,1.0,2.0
216,0.0,1.0,2.0,3.0,6.0,3.0,0.0,0.0,4.0,2.0,5.0,1.0,6.0,1.0,0.0,2.0,1.0,0.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,5.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,14.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,6.0,12.0,4.0,7.0,4.0,9.0,0.0,4.0,1.0,5.0,2.0,0.0,3.0,9.0,4.0,0.0,2.0,1.0,1.0,0.0,5.0,1.0,0.0,1.0,2.0,4.0,0.0,1.0,2.0,0.0,0.0,3.0,2.0,8.0,0.0,8.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,2.0,1.0,2.0,0.0,5.0,3.0,13.0,0.0,0.0,0.0,3.0,8.0,0.0,2.0,8.0,8.0,5.0,6.0,340.0,9.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,0.0,0.0,4.0,1.0,3.0,5.0,8.0,6.0,1.0,4.0,2.0,3.0,7.0,6.0,1.0,1.0,0.0,1.0,9.0
217,2.0,1.0,0.0,2.0,0.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,6.0,9.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,11.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,1.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,4.0,0.0,7.0,1.0,1.0,2.0,4.0,1.0,0.0,8.0,3.0,8.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,7.0,2.0,4.0,6.0,0.0,2.0,2.0,0.0,2.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,5.0,1.0,3.0,0.0,2.0,0.0,0.0,5.0,3.0,5.0,10.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,8.0,4.0,3.0,6.0,167.0,0.0,1.0,6.0,3.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,1.0,1.0,14.0,4.0,0.0,0.0,5.0,0.0,2.0,1.0,2.0,2.0,7.0,11.0,4.0,2.0,5.0,3.0,1.0,1.0,0.0,0.0,8.0
